"index","obj","pred","sub","val"
"s-11346","drug-DB00025","hasSameState","drug-DB04617","1.0"
"s-23396","drug-DB10890","hasCommonIndication","drug-DB04047","0.0"
"s-06786","drug-DB00852","interactsWith","drug-DB00951","1.0"
"s-12946","drug-DB01159","hasSameState","drug-DB07926","0.0"
"s-24006","drug-DB11943","hasCommonIndication","drug-DB03359","0.0"
"s-19446","disease-DS003433","hasIndication","drug-DB05645","0.0"
"s-22725","drug-DB00379","hasCommonIndication","drug-DB03373","0.0"
"s-04632","drug-DB03439","hasCommonProducer","drug-DB10348","0.0"
"s-21242","drug-DB00671","hasCommonIndication","drug-DB00467","1.0"
"s-16682","disease-DS007705","hasIndication","drug-DB06245","1.0"
"s-21029","drug-DB00213","hasCommonIndication","drug-DB00338","1.0"
"s-04419","drug-DB04203","hasCommonProducer","drug-DB04322","0.0"
"s-16469","disease-DS001104","hasIndication","drug-DB05866","1.0"
"s-09851","drug-DB13950","interactsWith","drug-DB02056","0.0"
"s-01655","drug-DB09153","hasCommonProducer","drug-DB00760","1.0"
"s-09638","drug-DB04783","interactsWith","drug-DB08875","0.0"
"s-00172","drug-DB00165","hasCommonProducer","drug-DB14500","1.0"
"s-08155","drug-DB00441","interactsWith","drug-DB00475","0.0"
"s-24967","drug-DB06271","hasCommonIndication","drug-DB01814","0.0"
"s-14315","drug-DB10802","hasSameState","drug-DB12157","0.0"
"s-11434","drug-DB03156","hasSameState","drug-DB06133","1.0"
"s-23484","drug-DB10772","hasCommonIndication","drug-DB02606","0.0"
"s-06874","drug-DB00428","interactsWith","drug-DB00175","1.0"
"s-05391","drug-DB12989","interactsWith","drug-DB00620","1.0"
"s-05178","drug-DB01203","interactsWith","drug-DB00604","1.0"
"s-19534","disease-DS007188","hasIndication","drug-DB00881","0.0"
"s-06001","drug-DB12693","interactsWith","drug-DB00222","1.0"
"s-18051","disease-DS011832","hasIndication","drug-DB12842","0.0"
"s-03897","drug-DB12895","hasCommonProducer","drug-DB10757","0.0"
"s-22813","drug-DB12829","hasCommonIndication","drug-DB03203","0.0"
"s-04720","drug-DB00260","hasCommonProducer","drug-DB05061","0.0"
"s-21330","drug-DB00879","hasCommonIndication","drug-DB00224","1.0"
"s-16770","disease-DS007148","hasIndication","drug-DB11613","1.0"
"s-21117","drug-DB09333","hasCommonIndication","drug-DB00389","1.0"
"s-04507","drug-DB06595","hasCommonProducer","drug-DB07460","0.0"
"s-16557","disease-DS007752","hasIndication","drug-DB05123","1.0"
"s-03024","drug-DB05398","hasCommonProducer","drug-DB01438","0.0"
"s-15074","disease-DS009547","hasIndication","drug-DB06595","1.0"
"s-01743","drug-DB09543","hasCommonProducer","drug-DB00749","1.0"
"s-09726","drug-DB13950","interactsWith","drug-DB00382","0.0"
"s-13793","drug-DB11080","hasSameState","drug-DB12666","0.0"
"s-00260","drug-DB14183","hasCommonProducer","drug-DB14195","1.0"
"s-08243","drug-DB02828","interactsWith","drug-DB00317","0.0"
"s-10699","drug-DB07281","hasSameState","drug-DB14454","1.0"
"s-00047","drug-DB00126","hasCommonProducer","drug-DB01373","1.0"
"s-12097","drug-DB05525","hasSameState","drug-DB12522","1.0"
"s-14403","drug-DB12397","hasSameState","drug-DB00899","0.0"
"s-11522","drug-DB07628","hasSameState","drug-DB12649","1.0"
"s-23572","drug-DB02332","hasCommonIndication","drug-DB05662","0.0"
"s-06962","drug-DB00842","interactsWith","drug-DB11362","1.0"
"s-11309","drug-DB11129","hasSameState","drug-DB10385","1.0"
"s-23359","drug-DB01535","hasCommonIndication","drug-DB02550","0.0"
"s-06749","drug-DB00372","interactsWith","drug-DB09324","1.0"
"s-18799","disease-DS004945","hasIndication","drug-DB09088","0.0"
"s-12909","drug-DB13897","hasSameState","drug-DB13063","0.0"
"s-05266","drug-DB00289","interactsWith","drug-DB11575","1.0"
"s-19622","disease-DS013508","hasIndication","drug-DB00046","0.0"
"s-19409","disease-DS011562","hasIndication","drug-DB14440","0.0"
"s-03985","drug-DB14009","hasCommonProducer","drug-DB13924","0.0"
"s-20595","drug-DB00569","hasCommonIndication","drug-DB05553","1.0"
"s-22901","drug-DB09158","hasCommonIndication","drug-DB09346","0.0"
"s-02289","drug-DB14619","hasCommonProducer","drug-DB14469","1.0"
"s-21205","drug-DB00986","hasCommonIndication","drug-DB01226","1.0"
"s-16645","disease-DS002835","hasIndication","drug-DB11082","1.0"
"s-03112","drug-DB08495","hasCommonProducer","drug-DB03373","0.0"
"s-15162","disease-DS007678","hasIndication","drug-DB05072","1.0"
"s-13881","drug-DB13931","hasSameState","drug-DB01566","0.0"
"s-01831","drug-DB11137","hasCommonProducer","drug-DB00627","1.0"
"s-09814","drug-DB02828","interactsWith","drug-DB01363","0.0"
"s-13668","drug-DB00040","hasSameState","drug-DB00858","0.0"
"s-01618","drug-DB13152","hasCommonProducer","drug-DB13149","1.0"
"s-08331","drug-DB00799","interactsWith","drug-DB04552","0.0"
"s-10787","drug-DB02512","hasSameState","drug-DB12583","1.0"
"s-00135","drug-DB00640","hasCommonProducer","drug-DB14245","1.0"
"s-08118","drug-DB11661","interactsWith","drug-DB01154","0.0"
"s-12185","drug-DB09054","hasSameState","drug-DB07988","1.0"
"s-11610","drug-DB03088","hasSameState","drug-DB06077","1.0"
"s-23660","drug-DB01104","hasCommonIndication","drug-DB05362","0.0"
"s-23447","drug-DB07364","hasCommonIndication","drug-DB01552","0.0"
"s-06837","drug-DB00703","interactsWith","drug-DB00332","1.0"
"s-18887","disease-DS008800","hasIndication","drug-DB10835","0.0"
"s-05354","drug-DB09261","interactsWith","drug-DB01204","1.0"
"s-19710","disease-DS002966","hasIndication","drug-DB13163","0.0"
"s-20683","drug-DB13968","hasCommonIndication","drug-DB14562","1.0"
"s-18014","disease-DS003082","hasIndication","drug-DB02237","0.0"
"s-02590","drug-DB05996","hasCommonProducer","drug-DB01818","0.0"
"s-02377","drug-DB10366","hasCommonProducer","drug-DB10370","1.0"
"s-09090","drug-DB11661","interactsWith","drug-DB06469","0.0"
"s-16733","disease-DS000783","hasIndication","drug-DB08824","1.0"
"s-03200","drug-DB04595","hasCommonProducer","drug-DB03842","0.0"
"s-15250","disease-DS004130","hasIndication","drug-DB05061","1.0"
"s-15037","disease-DS007273","hasIndication","drug-DB09299","1.0"
"s-07596","drug-DB13950","interactsWith","drug-DB00456","0.0"
"s-09902","drug-DB12112","interactsWith","drug-DB08961","0.0"
"s-13756","drug-DB08819","hasSameState","drug-DB14382","0.0"
"s-01706","drug-DB01620","hasCommonProducer","drug-DB00318","1.0"
"s-10875","drug-DB05126","hasSameState","drug-DB06249","1.0"
"s-00223","drug-DB00166","hasCommonProducer","drug-DB14690","1.0"
"s-08206","drug-DB06812","interactsWith","drug-DB00343","0.0"
"s-12273","drug-DB09502","hasSameState","drug-DB00868","1.0"
"s-23535","drug-DB12962","hasCommonIndication","drug-DB12447","0.0"
"s-06925","drug-DB09299","interactsWith","drug-DB09214","1.0"
"s-18975","disease-DS003241","hasIndication","drug-DB04808","0.0"
"s-10002","drug-DB00395","hasSameState","drug-DB14528","1.0"
"s-22052","drug-DB06706","hasCommonIndication","drug-DB00692","1.0"
"s-05442","drug-DB00373","interactsWith","drug-DB10719","1.0"
"s-17492","disease-DS010948","hasIndication","drug-DB08877","1.0"
"s-05229","drug-DB00936","interactsWith","drug-DB01041","1.0"
"s-17279","disease-DS008617","hasIndication","drug-DB09136","1.0"
"s-20771","drug-DB00599","hasCommonIndication","drug-DB13025","1.0"
"s-18102","disease-DS000602","hasIndication","drug-DB14059","0.0"
"s-20558","drug-DB01229","hasCommonIndication","drug-DB09330","1.0"
"s-03948","drug-DB05112","hasCommonProducer","drug-DB08891","0.0"
"s-15998","disease-DS007742","hasIndication","drug-DB09091","1.0"
"s-02465","drug-DB09341","hasCommonProducer","drug-DB09395","1.0"
"s-16821","disease-DS009104","hasIndication","drug-DB00843","1.0"
"s-16608","disease-DS007705","hasIndication","drug-DB00796","1.0"
"s-15125","disease-DS001952","hasIndication","drug-DB08922","1.0"
"s-24294","drug-DB01283","hasCommonIndication","drug-DB01551","0.0"
"s-07684","drug-DB11661","interactsWith","drug-DB00306","0.0"
"s-13844","drug-DB12224","hasSameState","drug-DB01789","0.0"
"s-10963","drug-DB00182","hasSameState","drug-DB10676","1.0"
"s-00311","drug-DB00999","hasCommonProducer","drug-DB00584","1.0"
"s-12361","drug-DB14596","hasSameState","drug-DB07960","1.0"
"s-12148","drug-DB02915","hasSameState","drug-DB11450","1.0"
"s-23623","drug-DB00525","hasCommonIndication","drug-DB00398","0.0"
"s-22140","drug-DB01625","hasCommonIndication","drug-DB00424","1.0"
"s-05530","drug-DB01044","interactsWith","drug-DB04630","1.0"
"s-17580","disease-DS004050","hasIndication","drug-DB09537","0.0"
"s-05317","drug-DB00987","interactsWith","drug-DB09239","1.0"
"s-17367","disease-DS002873","hasIndication","drug-DB05444","1.0"
"s-20646","drug-DB11359","hasCommonIndication","drug-DB01423","1.0"
"s-02553","drug-DB05183","hasCommonProducer","drug-DB02264","0.0"
"s-01070","drug-DB00627","hasCommonProducer","drug-DB08949","1.0"
"s-09053","drug-DB02828","interactsWith","drug-DB09214","0.0"
"s-15213","disease-DS003062","hasIndication","drug-DB05142","1.0"
"s-24382","drug-DB03588","hasCommonIndication","drug-DB04037","0.0"
"s-07772","drug-DB02828","interactsWith","drug-DB08916","0.0"
"s-24169","drug-DB00657","hasCommonIndication","drug-DB03857","0.0"
"s-07559","drug-DB11661","interactsWith","drug-DB00778","0.0"
"s-13932","drug-DB12370","hasSameState","drug-DB01433","0.0"
"s-13719","drug-DB00574","hasSameState","drug-DB08810","0.0"
"s-06076","drug-DB00620","interactsWith","drug-DB00835","1.0"
"s-10838","drug-DB00771","hasSameState","drug-DB11094","1.0"
"s-22888","drug-DB00926","hasCommonIndication","drug-DB05494","0.0"
"s-12236","drug-DB07427","hasSameState","drug-DB12924","1.0"
"s-04795","drug-DB03392","hasCommonProducer","drug-DB02822","0.0"
"s-23711","drug-DB01005","hasCommonIndication","drug-DB03984","0.0"
"s-18938","disease-DS006220","hasIndication","drug-DB01244","0.0"
"s-03099","drug-DB00727","hasCommonProducer","drug-DB13767","0.0"
"s-22015","drug-DB06261","hasCommonIndication","drug-DB09516","1.0"
"s-05405","drug-DB08872","interactsWith","drug-DB00955","1.0"
"s-17455","disease-DS009416","hasIndication","drug-DB00208","1.0"
"s-20734","drug-DB00448","hasCommonIndication","drug-DB00585","1.0"
"s-14691","drug-DB09047","hasSameState","drug-DB02105","0.0"
"s-02641","drug-DB14413","hasCommonProducer","drug-DB11636","0.0"
"s-02428","drug-DB14418","hasCommonProducer","drug-DB14423","1.0"
"s-14478","drug-DB11022","hasSameState","drug-DB08163","0.0"
"s-09141","drug-DB08355","interactsWith","drug-DB01501","0.0"
"s-11597","drug-DB01778","hasSameState","drug-DB06677","1.0"
"s-15301","disease-DS005327","hasIndication","drug-DB06533","1.0"
"s-24470","drug-DB12348","hasCommonIndication","drug-DB11009","0.0"
"s-07860","drug-DB11661","interactsWith","drug-DB00346","0.0"
"s-24257","drug-DB01085","hasCommonIndication","drug-DB12397","0.0"
"s-07647","drug-DB13950","interactsWith","drug-DB06699","0.0"
"s-19697","disease-DS002111","hasIndication","drug-DB05423","0.0"
"s-13807","drug-DB00098","hasSameState","drug-DB02853","0.0"
"s-06164","drug-DB00381","interactsWith","drug-DB01392","1.0"
"s-10926","drug-DB06920","hasSameState","drug-DB00346","1.0"
"s-22976","drug-DB14626","hasCommonIndication","drug-DB09061","0.0"
"s-12324","drug-DB01169","hasSameState","drug-DB01655","1.0"
"s-21493","drug-DB00476","hasCommonIndication","drug-DB00285","1.0"
"s-04883","drug-DB05984","hasCommonProducer","drug-DB10546","0.0"
"s-03187","drug-DB12447","hasCommonProducer","drug-DB14061","0.0"
"s-22103","drug-DB04847","hasCommonIndication","drug-DB14491","1.0"
"s-17543","disease-DS000695","hasIndication","drug-DB02918","0.0"
"s-04010","drug-DB07079","hasCommonProducer","drug-DB00062","0.0"
"s-16060","disease-DS007439","hasIndication","drug-DB00729","1.0"
"s-20822","drug-DB00878","hasCommonIndication","drug-DB12965","1.0"
"s-09889","drug-DB11661","interactsWith","drug-DB13941","0.0"
"s-20609","drug-DB00489","hasCommonIndication","drug-DB06217","1.0"
"s-02516","drug-DB08110","hasCommonProducer","drug-DB12628","0.0"
"s-14566","drug-DB10949","hasSameState","drug-DB03759","0.0"
"s-11685","drug-DB00086","hasSameState","drug-DB10860","1.0"
"s-01033","drug-DB10927","hasCommonProducer","drug-DB10831","1.0"
"s-09016","drug-DB02990","interactsWith","drug-DB00451","0.0"
"s-13083","drug-DB10804","hasSameState","drug-DB06258","0.0"
"s-24345","drug-DB04324","hasCommonIndication","drug-DB10561","0.0"
"s-07735","drug-DB11661","interactsWith","drug-DB06635","0.0"
"s-19785","disease-DS011841","hasIndication","drug-DB00169","0.0"
"s-06252","drug-DB00341","interactsWith","drug-DB12174","1.0"
"s-06039","drug-DB00234","interactsWith","drug-DB00294","1.0"
"s-18089","disease-DS013655","hasIndication","drug-DB12054","0.0"
"s-12412","drug-DB08437","hasSameState","drug-DB02467","1.0"
"s-21581","drug-DB00178","hasCommonIndication","drug-DB09279","1.0"
"s-04971","drug-DB03685","hasCommonProducer","drug-DB04816","0.0"
"s-21368","drug-DB05144","hasCommonIndication","drug-DB06708","1.0"
"s-04758","drug-DB03281","hasCommonProducer","drug-DB01622","0.0"
"s-03275","drug-DB12328","hasCommonProducer","drug-DB04719","0.0"
"s-17631","disease-DS003637","hasIndication","drug-DB07928","0.0"
"s-17418","disease-DS012950","hasIndication","drug-DB11338","1.0"
"s-01994","drug-DB11386","hasCommonProducer","drug-DB13964","1.0"
"s-09977","drug-DB11661","interactsWith","drug-DB04626","0.0"
"s-20910","drug-DB05667","hasCommonIndication","drug-DB00030","1.0"
"s-08494","drug-DB04783","interactsWith","drug-DB00224","0.0"
"s-00298","drug-DB11482","hasCommonProducer","drug-DB14191","1.0"
"s-02604","drug-DB02752","hasCommonProducer","drug-DB07308","0.0"
"s-14654","drug-DB11204","hasSameState","drug-DB05740","0.0"
"s-11773","drug-DB11110","hasSameState","drug-DB14357","1.0"
"s-01121","drug-DB09462","hasCommonProducer","drug-DB14284","1.0"
"s-09104","drug-DB02828","interactsWith","drug-DB00973","0.0"
"s-13171","drug-DB12214","hasSameState","drug-DB00474","0.0"
"s-10290","drug-DB05095","hasSameState","drug-DB00627","1.0"
"s-10077","drug-DB12556","hasSameState","drug-DB07094","1.0"
"s-24433","drug-DB00202","hasCommonIndication","drug-DB01206","0.0"
"s-07823","drug-DB00799","interactsWith","drug-DB09239","0.0"
"s-19873","disease-DS009941","hasIndication","drug-DB00630","0.0"
"s-06340","drug-DB00034","interactsWith","drug-DB05258","1.0"
"s-18390","disease-DS009815","hasIndication","drug-DB05363","0.0"
"s-06127","drug-DB08868","interactsWith","drug-DB00539","1.0"
"s-18177","disease-DS002585","hasIndication","drug-DB04281","0.0"
"s-12500","drug-DB12972","hasSameState","drug-DB06938","1.0"
"s-22939","drug-DB08989","hasCommonIndication","drug-DB13908","0.0"
"s-19000","disease-DS002396","hasIndication","drug-DB05184","0.0"
"s-21456","drug-DB00026","hasCommonIndication","drug-DB01611","1.0"
"s-04846","drug-DB01807","hasCommonProducer","drug-DB00649","0.0"
"s-16896","disease-DS007807","hasIndication","drug-DB08838","1.0"
"s-03363","drug-DB00855","hasCommonProducer","drug-DB01066","0.0"
"s-17506","disease-DS009442","hasIndication","drug-DB03423","0.0"
"s-16023","disease-DS001831","hasIndication","drug-DB05861","1.0"
"s-01869","drug-DB10398","hasCommonProducer","drug-DB10582","1.0"
"s-08582","drug-DB14165","interactsWith","drug-DB06145","0.0"
"s-00386","drug-DB00165","hasCommonProducer","drug-DB13281","1.0"
"s-08369","drug-DB08355","interactsWith","drug-DB09123","0.0"
"s-14742","drug-DB12369","hasSameState","drug-DB05825","0.0"
"s-11861","drug-DB05744","hasSameState","drug-DB00904","1.0"
"s-14529","drug-DB03843","hasSameState","drug-DB01509","0.0"
"s-11648","drug-DB13111","hasSameState","drug-DB01362","1.0"
"s-23698","drug-DB11395","hasCommonIndication","drug-DB11526","0.0"
"s-13046","drug-DB12374","hasSameState","drug-DB06152","0.0"
"s-10165","drug-DB13944","hasSameState","drug-DB08588","1.0"
"s-24521","drug-DB02217","hasCommonIndication","drug-DB02128","0.0"
"s-07911","drug-DB13950","interactsWith","drug-DB13854","0.0"
"s-19961","disease-DS008729","hasIndication","drug-DB07452","0.0"
"s-24308","drug-DB08504","hasCommonIndication","drug-DB09498","0.0"
"s-19748","disease-DS003293","hasIndication","drug-DB06938","0.0"
"s-06215","drug-DB01466","interactsWith","drug-DB02925","1.0"
"s-18265","disease-DS008210","hasIndication","drug-DB08930","0.0"
"s-21544","drug-DB05419","hasCommonIndication","drug-DB09028","1.0"
"s-04934","drug-DB08869","hasCommonProducer","drug-DB07082","0.0"
"s-16984","disease-DS012227","hasIndication","drug-DB01113","1.0"
"s-03451","drug-DB10427","hasCommonProducer","drug-DB03878","0.0"
"s-20061","drug-DB00629","hasCommonIndication","drug-DB11274","1.0"
"s-03238","drug-DB02275","hasCommonProducer","drug-DB08694","0.0"
"s-15288","disease-DS003183","hasIndication","drug-DB05212","1.0"
"s-16111","disease-DS002982","hasIndication","drug-DB06267","1.0"
"s-01957","drug-DB00273","hasCommonProducer","drug-DB00191","1.0"
"s-08670","drug-DB13950","interactsWith","drug-DB09121","0.0"
"s-00474","drug-DB10302","hasCommonProducer","drug-DB10313","1.0"
"s-08457","drug-DB14165","interactsWith","drug-DB00763","0.0"
"s-14830","drug-DB12208","hasSameState","drug-DB14676","0.0"
"s-14617","drug-DB00676","hasSameState","drug-DB03830","0.0"
"s-11736","drug-DB01515","hasSameState","drug-DB06737","1.0"
"s-23786","drug-DB04516","hasCommonIndication","drug-DB03462","0.0"
"s-13134","drug-DB09337","hasSameState","drug-DB01159","0.0"
"s-10253","drug-DB10967","hasSameState","drug-DB01187","1.0"
"s-05693","drug-DB00015","interactsWith","drug-DB01327","1.0"
"s-19836","disease-DS007523","hasIndication","drug-DB01454","0.0"
"s-06303","drug-DB08940","interactsWith","drug-DB01342","1.0"
"s-18353","disease-DS005681","hasIndication","drug-DB02061","0.0"
"s-21632","drug-DB01583","hasCommonIndication","drug-DB00389","1.0"
"s-21419","drug-DB06610","hasCommonIndication","drug-DB00916","1.0"
"s-04809","drug-DB07966","hasCommonProducer","drug-DB00715","0.0"
"s-16859","disease-DS006613","hasIndication","drug-DB00940","1.0"
"s-03326","drug-DB05737","hasCommonProducer","drug-DB03774","0.0"
"s-15376","disease-DS005951","hasIndication","drug-DB06458","1.0"
"s-00562","drug-DB10790","hasCommonProducer","drug-DB10789","1.0"
"s-08545","drug-DB13950","interactsWith","drug-DB01070","0.0"
"s-12399","drug-DB01744","hasSameState","drug-DB05778","1.0"
"s-00349","drug-DB04398","hasCommonProducer","drug-DB14590","1.0"
"s-14705","drug-DB03843","hasSameState","drug-DB02475","0.0"
"s-07062","drug-DB01764","interactsWith","drug-DB13941","1.0"
"s-11824","drug-DB02891","hasSameState","drug-DB14378","1.0"
"s-23874","drug-DB14701","hasCommonIndication","drug-DB07903","0.0"
"s-13222","drug-DB09337","hasSameState","drug-DB12218","0.0"
"s-10341","drug-DB04710","hasSameState","drug-DB10722","1.0"
"s-13009","drug-DB04586","hasSameState","drug-DB05073","0.0"
"s-22391","drug-DB04845","hasCommonIndication","drug-DB05818","1.0"
"s-05781","drug-DB14042","interactsWith","drug-DB13953","1.0"
